Citation ID,Citation Short Description,Full Text,Authors,Year,Title,Publication Title,Publication Type,Publisher,Volume,Issue,Pages
106,"Galindo-González, J., S. Guevara & V. J. Sosa. 2000","Galindo-González, J., S. Guevara & V. J. Sosa. 2000. Bat- and bird-generated seed rains at isolated trees in pastures in a tropical rainforest. Conservation Biology. 14: 1693-1703.","Galindo-González, Guevara, Sosa",2000,Bat- and bird-generated seed rains at isolated trees in pastures in a tropical rainforest,Conservation Biology,--Pub-Type-,--Publisher-,--Volume-,14,1693-1703
107,"Gannon, M. R. & M. R. Willig. 1992","Gannon, M. R. & M. R. Willig. 1992. Bat reproduction in the Luquillo experimental forest of Puerto Rico. Southw. Nat. 37: 414-419.","Gannon, Willig",1992,Bat reproduction in the Luquillo experimental forest of Puerto Rico,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,37,414-419
110,"Garcia, Q. S., J. L. P. Rezende & L. M. S. Aguiar. 2000","Garcia, Q. S., J. L. P. Rezende & L. M. S. Aguiar. 2000. Seed dispersed by bats in a disturbed area of southeastern Brazil. Revista de Biologia Tropical. 48: 125-128.","Aguiar, Garcia, Rezende",2000,Seed dispersed by bats in a disturbed area of southeastern Brazil,Revista de Biologia Tropical,--Pub-Type-,--Publisher-,--Volume-,48,125-128
112,"Gentry, 1974","Gentry, A. H. 1974. Coevolutionary patterns in Central American Bignoniaceae. Ann. Missouri Bot. Gard. 61: 728-759.",Gentry,1974,Coevolutionary patterns in Central American Bignoniaceae,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,61,728-759
114,"Gentry, 1990","Gentry, A. H. 1990. Evolutionary patterns in Neotropical Bignoniaceae. Mem. New York Gard. 55: 118-129.",Gentry,1990,Evolutionary patterns in Neotropical Bignoniaceae,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,55,118-129
116,"Giannini, N. P. & E. K. V. Kalko. 2004","Giannini, N. P. & E. K. V. Kalko. 2004. Trophic structure in a large assemblage of phyllostomid bats in Panama. Oikos 105: 209-220.","Giannini, Kalko",2004,Trophic structure in a large assemblage of phyllostomid bats in Panama,Oikos,--Pub-Type-,--Publisher-,--Volume-,105,209-220
117,"Giannini, N. P. 1999","Giannini, N. P. 1999. Selection of diet and elevation by sympatric species of Sturnira in an andean rainforest. Journal of Mammalogy. 80: 1186-1195.",Giannini,1999,Selection of diet and elevation by sympatric species of Sturnira in an andean rainforest,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,80,1186-1195
118,"Gibbs et al., 1999","Gibbs, P. E., P. E. Oliviera & M. B. Bianchi. 1999. Postzygotic control of selfing in Hymenaea stigonocarpa (Leguminosae-Caesalpinioideae), a bat-pollinated tree of the Brazilian cerrados. International Journal of Plant Sciences. 160: 72-78.","Gibbs, Oliviera, Bianchi",1999,"Postzygotic control of selfing in Hymenaea stigonocarpa (Leguminosae-Caesalpinioideae), a bat-pollinated tree of the Brazilian cerrados",International Journal of Plant Sciences,--Pub-Type-,--Publisher-,--Volume-,160,72-78
119,"Godínez-Alvarez, H. & A. Valiente-Banuet. 2000","Godínez-Alvarez, H. & A. Valiente-Banuet. 2000. Fruit-feeding behavior of the bats Leptonycteris curasoae and Choeronycteris mexicana in flight cage experiments: consequences for dispersal of columnar cactus seeds. Biotropica 32: 552-556.","Godínez-Alvarez, Valiente-Banuet",2000,Fruit-feeding behavior of the bats Leptonycteris curasoae and Choeronycteris mexicana in flight cage experiments: consequences for dispersal of columnar cactus seeds,Biotropica,--Pub-Type-,--Publisher-,--Volume-,32,552-556
120,"Godínez-Alvarez, H., A. Valiente-Banuet & A. Rojas-Martinez. 2002","Godínez-Alvarez, H., A. Valiente-Banuet & A. Rojas-Martinez. 2002. The role of seed dispersers in the population dynamics of the columnar cactus Neobuxbaumia tetetzo. Ecology 83: 2617-2629.","Godínez-Alvarez, Valiente-Banuet, Rojas-Martinez",2002,The role of seed dispersers in the population dynamics of the columnar cactus Neobuxbaumia tetetzo,Ecology,--Pub-Type-,--Publisher-,--Volume-,83,2617-2629
122,"Goodwin, G. G. & A. M. Greenhall. 1961","Goodwin, G. G. & A. M. Greenhall. 1961. A review of the bats of Trinidad and Tobago. Bulletin of the American Museum of Natural History. 122: 187-301.","Goodwin(G), Greenhall",1961,A review of the bats of Trinidad and Tobago,Bulletin of the American Museum of Natural History,--Pub-Type-,--Publisher-,--Volume-,122,187-301
123,"Goodwin, R. E. 1970","Goodwin, R. E. 1970. The ecology of Jamaican bats. Journal of Mammalogy. 51: 571-579.",Goodwin( R),1970,The ecology of Jamaican bats,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,51,571-579
124,"Gorchov, D. L. et al. 1993","Gorchov, D. L., F. Cornejo, C. Ascorra & M. Jaramillo. 1993. The role of seed dispersal in the natural regeneration of rain forest after strip-cutting in the Peruvian Amazon. Vegetatio 107/108: 393-349.","Gorchov, Cornejo, Ascorra, Jaramillo",1993,The role of seed dispersal in the natural regeneration of rain forest after strip-cutting in the Peruvian Amazon,Vegetatio,--Pub-Type-,--Publisher-,--Volume-,--Issue-,393-349
125,"Gorchov, D. L., F. Cornejo & C. F. Ascorra. 1995","Gorchov, D. L., F. Cornejo & C. F. Ascorra. 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos 74: 235-250.","Gorchov, Cornejo, Ascorra",1995,Dietary overlap between frugivorous birds and bats in the Peruvian Amazo,Oikos,--Pub-Type-,--Publisher-,--Volume-,74,235-250
126,"Greenhall, A. M. 1957","Greenhall, A. M. 1957. Food preferences by Trinidad fruit bats. Journal of Mammalogy. 38: 409-410.",Greenhall,1957,Food preferences by Trinidad fruit bats,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,38,409-410
127,"Greenhall, A. M. 1965","Greenhall, A. M. 1965. Sapucaia nut dispersal by greater spear-nosed bats in Trinidad. Caribbean Journal of Science 5: 167-171.",Greenhall,1965,Sapucaia nut dispersal by greater spear-nosed bats in Trinidad,Caribbean Journal of Science,--Pub-Type-,--Publisher-,--Volume-,5,167-171
128,"Greenhall, A. M. 1966","Greenhall, A. M. 1966. Oranges eaten by spear-nosed bats. J. Mammal. 47: 125.",Greenhall,1966,Oranges eaten by spear-nosed bats,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,47,125
129,"Gribel, R. & J. D. Hay. 1993","Gribel, R. & J. D. Hay. 1993. Pollination ecology of Caryocar brasiliense (Caryocaraceae) in Central Brazil cerrado vegetation. Journal of Tropical Ecology. 9: 199-211.","Gribel, Hay",1993,Pollination ecology of Caryocar brasiliense (Caryocaraceae) in Central Brazil cerrado vegetation,Journal of Tropical Ecology,--Pub-Type-,--Publisher-,--Volume-,9,199-211
130,"Gribel, R., P. E. Gibbs & A. L. Queiróz. 1999","Gribel, R., P. E. Gibbs & A. L. Queiróz. 1999. Flowering phenology and pollination biology of Ceiba pentandra (Bombacaceae) in Central Amazonia. Journal fo Tropical Ecology. 15: 247-263.","Gribel, Gibbs, Queiróz",1999,Flowering phenology and pollination biology of Ceiba pentandra (Bombacaceae) in Central Amazonia,Journal of Tropical Ecology,--Pub-Type-,--Publisher-,--Volume-,15,247-263
131,"Handley, C. O. Jr., A. L. Gardner & D. E. Wilson. 1991","Handley, C. O. Jr., A. L. Gardner & D. E. Wilson. 1991. Food habits. In Demography and natural history of the common fruit bat Artibeus jamaicensis on Barro Colorado Island, Panamá (C.O. Handley, Jr., D.E. Wilson & A.L. Gardner, ed.), pp. 141-146, Smithsonian Institute Press.","Handley, Gardner, Wilson",1991,Food habits,"Demography and natural history of the common fruit bat Artibeus jamaicensis on Barro Colorado Island, Panamá",--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
132,"Handley, C. O. & E. G. Leigh. 1991","Handley, C. O. & E. G. Leigh. 1991. Diet and food supply. Demography and natural history of the common fruit bat Artibeus jamaicensis on Barro Colorado Island, Panamá (C.O. Handley, Jr., D.E. Wilson & A.L. Gardner, ed.), pp. 147-149, Smithsonian Institute Press.","Handley, Leigh",1991,Diet and food supply,Demography And Natural History of The Common Fruit Bat Artibeus jamaic,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
133,"Heithaus, E. R. & T. H. Fleming. 1978","Heithaus, E. R. & T. H. Fleming. 1978. Foraging movements of a frugivorous bat, Carollia perspicillata (Phyllostomatidae). Ecological Monographs. 48: 127-143.","Fleming, Heithaus",1978,"Foraging movements of a frugivorous bat, Carollia perspicillata (Phyllostomatidae)",Ecological Monographs,--Pub-Type-,--Publisher-,--Volume-,48,127-143
134,"Heithaus, E. R., P. A. Opler & H. G. Baker. 1974","Heithaus, E. R., P. A. Opler & H. G. Baker. 1974. Bat activity and pollination of Bauhinia pauletia: plant pollinator coevolution. Ecology . 55: 412-419.","Heithaus, Opler, Baker(H)",1974,Bat activity and pollination of Bauhinia pauletia: plant pollinator coevolution,Ecology,--Pub-Type-,--Publisher-,--Volume-,55,412-419
135,"Heithaus, E. R., T. H. Fleming & P. A. Opler. 1975","Heithaus, E. R., T. H. Fleming & P. A. Opler. 1975. Foraging patterns and resource utilization in seven species of bats in a seasonal tropical forest. Ecology . 56: 841-854.","Heithaus, Fleming, Opler",1975,Foraging patterns and resource utilization in seven species of bats in a seasonal tropical forest,Ecology,--Pub-Type-,--Publisher-,--Volume-,56,841-854
136,"Heithaus, E. R., E. Stashko & P. K. Anderson. 1982","Heithaus, E. R., E. Stashko & P. K. Anderson. 1982. Cumulative effects of plant-animal interactions on seed production by Bauhinia ungulata, a neotropical legume. Ecology 63: 1294-1302.","Heithaus, Anderson, Stashko",1982,"Cumulative effects of plant-animal interactions on seed production by Bauhinia ungulata, a neotropical legume",Ecology,--Pub-Type-,--Publisher-,--Volume-,63,1294-1302
137,"Henderson, A. 1990","Henderson, A. 1990. Arecaceae. Part I. Introduction and the Iriarteinae. Fl. Neotrop. Mongr. 53: 1-100.",Henderson,1990,Arecaceae. Part I. Introduction and the Iriarteinae,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,53,1-100
139,"Hernandez, A. & C. Martinez-del-Rio. 1992","Hernandez, A. & C. Martinez-del-Rio. 1992. Intestinal disaccharidases in five species of phyllostomid bats. Comp. Biochem. Physiol., ser. B 103: 105-111.","Hernandez, Martínez del Rio",1992,Intestinal disaccharidases in five species of phyllostomid bats,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,103,105-111
140,"Hernández-Conrique, D., L. I. Iñiguez-Dávalos & J. F. Storz. 1997","Hernández-Conrique, D., L. I. Iñiguez-Dávalos & J. F. Storz. 1997. Selective feeding by phyllostomid fruit bats in subtropical montane cloud forest. Biotropica 29: 376-379.","Hernández-Conrique, Iñiguez-Dávalos, Storz",1997,Selective feeding by phyllostomid fruit bats in subtropical montane cloud forest,Biotropica,--Pub-Type-,--Publisher-,--Volume-,29,376-379
141,"Herrera-M., G. L. et al., 2001a","Herrera-M., G. L., K. A. Hobson, A. Manzo-A, D. Estrada-B, V. Sánchez-Cordero & G. Méndez-C. 2001a. The role of fruits and insects in the nutrition of frugivorous bats: evaluationg the use of stable isotope models. Biotropica 33: 520-528.","Herrera-M., Hobson, Manzo-A, Estrada-B, Sánchez-Cordero, Méndez-C",2001,The role of fruits and insects in the nutrition of frugivorous bats: evaluationg the use of stable isotope models,Biotropica,--Pub-Type-,--Publisher-,--Volume-,33,520-528
142,"Herrera-M., L. G. et al., 2001b","Herrera-M., L. G., K. A. Hobson, L. Mirón-M., N. Ramírez-P., G. Méndez-C & V. Sánchez-Cordero. 2001b. Sources of protein in two species of phytophagous bats in a seasonal dry forest: evidence from stable-isotype analysis. Journal of Mammalogy. 82: 352-361.","Herrera-M., Hobson, Mirón-M., Ramírez-P., Méndez-C, Sánchez-Cordero",2001,Sources of protein in two species of phytophagous bats in a seasonal dry forest: evidence from stable-isotype analysis,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,82,352-361
143,"Hill, J. E. & J. D. Smith. 1984","Hill, J. E. & J. D. Smith. 1984. Bats. A natural history. British Museum (Natural History).","Hill, Smith(J)",1984,Bats. A natural history,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
144,"Hokche, O. & N. Ramírez. 1990","Hokche, O. & N. Ramírez. 1990. Pollination ecology of seven species of Bauhinia L. (Leguminosae: Caesalpinioideae). Ann. Missouri Bot. Gard. 77: 559-572.","Hokche, Ramirez",1990,Pollination ecology of seven species of Bauhinia L. (Leguminosae: Caesalpinioideae),--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,77,559-572
145,"Hopkins, H. C. F. & M. J. Hopkins. 1982","Hopkins, H. C. & M. J. Hopkins. 1982. Predation by a snake of a flowering-visiting bat at Parkia nitida (Leguminosae: Mimosoideae). Brittonia 34: 225-227.","Hopkins(H), Hopkins(M)",1982,Predation by a snake of a flowering-visiting bat at Parkia nitida (Leguminosae: Mimosoideae),--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,34,225-227
146,"Hopkins, H. C. F. 1984","Hopkins, H. C. F. 1984. Floral biology and pollination of the Neotropical species of Parkia. Journal of Ecology. 72: 1-23",Hopkins(H),1984,Floral biology and pollination of the Neotropical species of Parkia,Journal of Ecology,--Pub-Type-,--Publisher-,--Volume-,72,1-23
147,"Hopkins, H. C. F. 1986","Hopkins, H. C. F. 1986. Parkia (Leguminosae: Mimosoideae). Fl. Neotrop. Mongr. 43: 1-124.",Hopkins(H),1986,Parkia (Leguminosae: Mimosoideae),--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,43,1-124
148,"Horner, M. A., T. H. Fleming & C. T. Sahley. 1998","Horner, M. A., T. H. Fleming & C. T. Sahley. 1998. Foraging behaviour and energetics of a nectar-feeding bat, Leptonycteris curasoae (Chiroptera: Phyllostomidae). J. Zool. Lond. 244: 575-586.","Horner, Fleming, Sahley",1998,"Foraging behaviour and energetics of a nectar-feeding bat, Leptonycteris curasoae (Chiroptera: Phyllostomidae)",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,244,575-586
149,"Howell, D. J. & D. Burch. 1974","Howell, D. J. & D. Burch. 1974. Food habits of some Costa Rican bats. Rev. Biol. Trop. 21: 281-294.","Burch, Howell",1974,Food habits of some Costa Rican bats,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,21,281-294
150,"Howell, D. J. & B. S. Roth. 1981","Howell, D. J. & B. S. Roth. 1981. Sexual reproduction in Agaves: the benefits of bats: the cost of semelparous advertising. Ecology 62: 1-7.","Howell, Roth",1981,Sexual reproduction in Agaves: the benefits of bats: the cost of semelparous advertising,Ecology,--Pub-Type-,--Publisher-,--Volume-,62,1-7
151,"Howell, D. J. 1974","Howell, D. J. 1974. Bats and pollen: physiological aspects of the syndrome of chiropterophily. Comparative Biochemistry and Physiology. 48A: 263-276.",Howell,1974,Bats and pollen: physiological aspects of the syndrome of chiropterophily,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,--Issue-,263-276
152,"Howell, D. J. 1977","Howell, D. J. 1977. Time sharing and body partitioning in bat-plant pollination systems. Nature 270: 509-510.",Howell,1977,Time sharing and body partitioning in bat-plant pollination systems,Nature,--Pub-Type-,--Publisher-,--Volume-,270,509-510
153,"Howell, D. J. 1979","Howell, D. J. 1979. Flock foraging in nectar-feeding bats: advantages to the bats and to the host plants. Am. Nat. 114: 23-49.",Howell,1979,Flock foraging in nectar-feeding bats: advantages to the bats and to the host plants,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,114,23-49
154,"Huber, J. 1910","Huber, J. 1910. Mattas e madeiras amazonicas. Bol. Mus. Para Emilio Goeldi Hist. Nat. Ethnogr. 6: 91-225.",Huber,1910,Mattas e madeiras amazonicas,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,6,91-225
155,"Ibarra-Cerdeña, C. N., L. I. Iñiguez-Dávalos & V. Sánchez-Cordero. 2005","Ibarra-Cerdeña, C. N., L. I. Iñiguez-Dávalos & V. Sánchez-Cordero. 2005. Pollination biology of Stenocereus queretaroensis (Cactaceae), a chiropterophilous columnar cactus, in a tropical dry forest in Mexico. Amer. J. Bot. 92: 503-509.","Ibarra-Cerdeña, Iñiguez-Dávalos, Sánchez-Cordero",2005,"Pollination biology of Stenocereus queretaroensis (Cactaceae), a chiropterophilous columnar cactus, in a tropical dry forest in Mexico",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,92,503-509
156,"Ippolito, A. & A. V. Suarez. 1998","Ippolito, A. & A. V. Suarez. 1998. Flowering Phenology and Pollination of Cobea ascheroniana Polemoniaceae. Biotropica 30: 145-148.","Ippolito, Suarez",1998,Flowering Phenology and Pollination of Cobea ascheroniana Polemoniaceae,Biotropica,--Pub-Type-,--Publisher-,--Volume-,30,145-148
157,"Iudica, C. A. & F. J. Bonaccorso. 1997","Iudica, C. A. & F. J. Bonaccorso. 1997. Feeding of the bat, Sturnira lilium, on fruits of Solanum riparium influences dispersal of this pioneer tree in forests of northwestern Argentina. Studies on Neotropical Fauna & Environment 32: 4-6.","Bonaccorso, Iudica",1997,"Feeding of the bat, Sturnira lilium, on fruits of Solanum riparium influences dispersal of this pioneer tree in forests of northwestern Argentina",Studies on Neotropical Fauna & Environment,--Pub-Type-,--Publisher-,--Volume-,32,4-6
158,"Iudica, C. A.1993","Iudica, C.A. 1993. Food habits of yellow-shouldered bats Sturnira llilium in Northwestern Argentina. Bat Research News 34: 114.",Iudica,1993,Food habits of yellow-shouldered bats Sturnira llilium in Northwestern Argentina,Bat Research News,--Pub-Type-,--Publisher-,--Volume-,34,114
159,"Iudica, C. A.1995","Iudica, C.A. 1995. Frugivoría en murciélagos: el frutero común (Sturnira lilium) en las Yungas de Jujuy, Argentina. In: Investigación, conservación y desarrollo en selvas subtropicales de montaña. (A.D. Brown & H.R. Grau, ed.), pp. 123-128, Laboratorio de Investigaciones Ecológicas de las Yungas, Universidad Nacional de Tucumán.",Iudica,1995,"Frugivoría en murciélagos: el frutero común (Sturnira lilium) en las Yungas de Jujuy, Argentina","Investigación, conservación y desarrollo en selvas subtropicales de montaña",--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
160,"Janzen, D. H. et al. 1976","Janzen, D. H., G. H. Miller, J. Hackforth-Jones, C. M. Pond, K. Hooper & D. P. Janos. 1976. Two Costa Rican bat-generated seed shadows of Andira inermis Leguminosae. Ecology 575: 1068-1075.","Janzen, Miller, Hackforth-Jones, Pond, Hooper, Janos",1976,Two Costa Rican bat-generated seed shadows of Andira inermis Leguminosae,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,575,1068-1075
161,"Janzen, D. H. 1978","Janzen, D.H. 1978. A bat-generated fig seed shadow in rainforest. Biotropica 10: 121.",Janzen,1978,A bat-generated fig seed shadow in rainforest,Biotropica,--Pub-Type-,--Publisher-,--Volume-,10,121
162,"Janzen, 1982","Janzen, D.H. 1982. Simulation of Andira fruit pulp removal by bats reduces seed predation by Cleogonus weevils. Brenesia 19/20: 165-170.",Janzen,1982,Simulation of Andira fruit pulp removal by bats reduces seed predation by Cleogonus weevils,Brenesia,--Pub-Type-,--Publisher-,--Volume-,--Issue-,165-170
163,"Jimbo, S. & H. O. Schwassmann. 1967","Jimbo, S. & H. O. Schwassmann. 1967. Feeding behavior and the dialy emergence pattern of Artibeus jamaicensis Leach Chiroptera Phyllostomidae. Atas Simp. Biota Amazonica, Zoologia 5: 239-253.","Jimbo, Schwassmann",1967,Feeding behavior and the dialy emergence pattern of Artibeus jamaicensis Leach Chiroptera Phyllostomidae,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,5,239-253
165,"Kalko, E. K. V. & M. A. Condon. 1998","Kalko, E. K. V. & M. A. Condon. 1998. Echolocation, olfaction and fruit display: how bats find fruit of flagellichorous cucurbits. Functional Ecology. 12: 364-372.","Condon, Kalko",1998,"Echolocation, olfaction and fruit display: how bats find fruit of flagellichorous cucurbits",Functional Ecology,--Pub-Type-,--Publisher-,--Volume-,12,364-372
166,"Kalko, E. K. V. & C. O. Handley Jr. 2001","Kalko, E. K. V. & C. O. Handley Jr. 2001. Neotropical bats in the canopy: diversity, community structure, and implications for conservation. Plant Ecology 153: 319-333.","Handley, Kalko",2001,"Neotropical bats in the canopy: diversity, community structure, and implications for conservation",Plant Ecology,--Pub-Type-,--Publisher-,--Volume-,153,319-333
167,"Kalko, 1998","Kalko, E.K.V. 1998. Organisation and diversity of tropical bat communities through space and time. Zoology 101: 281-297.",Kalko,1998,Organisation and diversity of tropical bat communities through space and time,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,101,281-297
168,"Kalko, E. K. V., E. A. Herre & C. O. Handley. 1996","Kalko, E. K. V., E. A. Herre & C. O. Handley. 1996. Relation of fig fruit characteristics to fruit eating bats in the New and Old World tropics. J. Biogeogr. 23: 565-576.","Handley, Herre, Kalko",1996,Relation of fig fruit characteristics to fruit eating bats in the New and Old World tropics,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,23,565-576
169,"Kay, E. 2001","Kay, E. 2001. Observations on the pollination of Passiflora penduliflora. Biotropica 33: 709-713.",Kay,2001,Observations on the pollination of Passiflora penduliflora,Biotropica,--Pub-Type-,--Publisher-,--Volume-,33,709-713
170,"Knudsen, J. T. & B. B. Klitgaard. 1998","Knudsen, J. T. & B. B. Klitgaard. 1998. Floral scent and pollination in Browneopsis disepala (Leguminosae: Caesalpinioideae) in western Ecuador. Brittonia 50: 174-182.","Klitgaard, Knudsen",1998,Floral scent and pollination in Browneopsis disepala (Leguminosae: Caesalpinioideae) in western Ecuador,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,50,174-182
171,"Koch, C. U. et al. 2004","Koch, C. U., J. E. Gutiérrez, A. Rodríguez & O. Von Helversen. 2004. Bat pollination in a Cuban ultramafic endemic: Caesalpinia bahamensis Lam. subsp. orientensis Borhidi. In Ultramafic rocks: their soils, vegetation and fauna (R.S. Boyd, A.J.M. Barker & J. Proctor, ed.), pp. 243-253, Science Reviews 2000 Ltd.","Koch, Gutiérrez, Rodríguez, Von Helversen(O)",2004,"Bat pollination in a Cuban ultramafic endemic: Caesalpinia bahamensis Lam. subsp. orientensis Borhidi. In Ultramafic rocks: their soils, vegetation and fauna",Science Reviews 2000 Ltd,--Pub-Type-,--Publisher-,--Volume-,2000,--Pages-
172,"Korine, C., E. K. V. Kalko & E. A. Herre. 2000","Korine, C., E. K. V. Kalko & E. A. Herre. 2000. Fruit characteristics and factors affecting fruit removal in a Panamanian community of strangler figs. Oecologia 123: 560-568.","Herre, Kalko, Korine",2000,Fruit characteristics and factors affecting fruit removal in a Panamanian community of strangler figs,Oecologia,--Pub-Type-,--Publisher-,--Volume-,123,560-568
173,"Kress, W. J. & D. E. Stone. 1993","Kress, W. J. & D. E. Stone. 1993. Morphology and floral biology of Phenakospermum (Strelitziaceae), an arborescent herb of the Neotropics. Biotropica 25: 290-300.","Kress, Stone",1993,"Morphology and floral biology of Phenakospermum (Strelitziaceae), an arborescent herb of the Neotropics",Biotropica,--Pub-Type-,--Publisher-,--Volume-,25,290-300
174,"Krömer, T., M. Kessler & S. K. Herzog. 2006","Krömer, T., M. Kessler & S. K. Herzog. 2006. Distribution and flowering ecology of bromeliads along two climatically contrasting elevational transects in the Bolivian Andes. Biotropica 38: 183-195.","Krömer, Kessler, Herzog",2006,Distribution and flowering ecology of bromeliads along two climatically contrasting elevational transects in the Bolivian Andes,Biotropica,--Pub-Type-,--Publisher-,--Volume-,38,183-195
175,"Kunz, T. H. & C. A. Diaz. 1995","Kunz, T. H. & C. A. Diaz. 1995. Folivory in fruit-eating bats, with new evidence from Artibeus jamaicencis (Chiroptera: Phyllostomidae). Biotropica 27: 106-120.","Diaz, Kunz",1995,"Folivory in fruit-eating bats, with new evidence from Artibeus jamaicencis (Chiroptera: Phyllostomidae)",Biotropica,--Pub-Type-,--Publisher-,--Volume-,27,106-120
176,"Lemke, T. O. 1984","Lemke, T. O. 1984. Foraging ecology of the long-nosed bat, Glossophaga soricina, with respect to resource availability. Ecology 65: 538-548.",Lemke,1984,"Foraging ecology of the long-nosed bat, Glossophaga soricina, with respect to resource availability",Ecology,--Pub-Type-,--Publisher-,--Volume-,65,538-548
177,"Lemke, T.O. 1985","Lemke, T.O. 1985. Pollen carrying by the nectar-feeding bat Glossophaga soricina in a suburban environment. Biotropica 17: 107-111.",Lemke,1985,Pollen carrying by the nectar-feeding bat Glossophaga soricina in a suburban environment,Biotropica,--Pub-Type-,--Publisher-,--Volume-,17,107-111
179,"Lobo, J. A. et al. 2003","Lobo, J. A., M. Quesada, K. E. Stoner, E. J. Fuchs, Y. Herrerías-Diego, J. Rojas & G. Saborío. 2003. Factors affecting phenological patterns of bombacaceous trees in seasonal forests in Costa Rica and Mexico. American Journal of Botany. 90: 1054-1063.","Lobo, Quesada, Stoner, Fuchs, Herrerías-Diego, Rojas, Saborío",2003,Factors affecting phenological patterns of bombacaceous trees in seasonal forests in Costa Rica and Mexico,American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,90,1054-1063
180,"Lobo, J. A., M. Quesada & K. E. Stoner. 2005","Lobo, J. A., M. Quesada & K. E. Stoner. 2005. Effects of the pollination by bats on the mating system of Ceiba pentandra (Bombacaceae) populations in two tropical life zones in Costa Rica. American Journal of Botany. 92: 370-376.","Lobo, Quesada, Stoner",2005,Effects of the pollination by bats on the mating system of Ceiba pentandra (Bombacaceae) populations in two tropical life zones in Costa Rica,American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,92,370-376
181,"Lobova, T. A. & S. A. Mori. 2004","Lobova, T. A. & S. A. Mori. 2004. Epizoochorous dispersal by bats in French Guiana. Journal of Tropical Ecology. 20: 581-582.","Lobova, Mori",2004,Epizoochorous dispersal by bats in French Guiana,Journal of Tropical Ecology,--Pub-Type-,--Publisher-,--Volume-,20,581-582
182,"Lobova, T. A. et al. 2003","Lobova, T. A., S. A. Mori, F. Blanchard, H. Peckham & P. Charles-Dominique. 2003. Cecropia as a food resource for bats in French Guiana and the significance of fruit structure in seed dispersal and longevity. American Journal of Botany. 90: 388-403.","Lobova, Mori, Blanchard, Peckham, Charles-Dominique",2003,Cecropia as a food resource for bats in French Guiana and the significance of fruit structure in seed dispersal and longevity,American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,90,388-403
183,"Locatelli, E., I. C. Machado & P. Medeiros. 1997","Locatelli, E., I. C. Machado & P. Medeiros. 1997. Floral biology and bat pollination in Pilosocereus catingicola (Cactaceae) in northeastern Brazil. Bradleya 15: 28-34.","Locatelli, Machado, Medeiros",1997,Floral biology and bat pollination in Pilosocereus catingicola (Cactaceae) in northeastern Brazil,Bradleya,--Pub-Type-,--Publisher-,--Volume-,15,28-34
184,"Maas, P. J. M. et al. 1992","Maas, P. J. M., L. Y. T. Westra & Collaborators. 1992. Rollinia. Fl. Neotrop. Mongr. 57: 1-188.","Maas, Westra",1992,Rollinia,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,57,1-188
185,"Machado, I. C. & A. V. Lopes. 1998","Machado, I. C. & A. V. Lopes. 1998. A polinização biótica e seus mecanismos na reserva ecológica de Dois Irmãos. In Reserva ecológica de Dois Irmãos: estudos em um remanescente de mata Atlântica em área urbana (Recife - Pernambuco - Brasil) (I.C. Machado, A.V. Lopes & K.C. Pôrto, ed.), pp. 173-195, Editora Universitário UFPE.","Lopes, Machado",1998,A polinização biótica e seus mecanismos na reserva ecológica de Dois Irmãos,Reserva ecológica de Dois Irmãos: estudos em um remanescente de mata Atlântica em área urbana,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
